Index,Filename,AVG CPU Cycles / ms,AVG MEM Changes / ms,AVG Wattage,Length of observation period,AVG Raleway Load Time,AVG Montserrat Load Time,AVG SourceSans Load Time
286,input/OTF\Firefox 2023-05-21 19.24 profile.json,32264897,1990.7096774193549,0.002740275,188.583,115.708,136.807,145.248
287,input/OTF\Firefox 2023-05-21 19.25 profile(1).json,31932162,1906.2736842105264,0.0029920458329999997,190.051,115.294,141.018,153.884
288,input/OTF\Firefox 2023-05-21 19.25 profile(2).json,32698213,2563.217391304348,0.002580758334,189.771,120.73,132.217,150.449
289,input/OTF\Firefox 2023-05-21 19.25 profile.json,30677153,2027.391304347826,0.002949695833,191.402,103.57,135.519,145.301
290,input/OTF\Firefox 2023-05-21 19.26 profile(1).json,30371097,2541.2324324324322,0.002997220834,186.491,100.842,138.92,139.671
291,input/OTF\Firefox 2023-05-21 19.27 profile(2).json,31947883,2965.9675675675676,0.0030056875,179.558,114.083,136.213,136.896
292,input/OTF\Firefox 2023-05-21 19.27 profile.json,33549219,2660.237837837838,0.003006925,185.861,106.525,128.826,140.345
293,input/OTF\Firefox 2023-05-21 19.28 profile(1).json,32891346,2442.5858585858587,0.002872766667,194.364,117.671,135.6,152.734
294,input/OTF\Firefox 2023-05-21 19.29 profile(1).json,32827986,2278.0518134715026,0.0030791,189.075,108.602,131.336,144.958
295,input/OTF\Firefox 2023-05-21 19.29 profile(2).json,33338061,2199.9558011049726,0.002844866667,191.158,110.835,137.675,151.208
296,input/OTF\Firefox 2023-05-21 19.29 profile.json,31982171,2091.1666666666665,0.002850404167,188.502,99.194,128.519,144.656
297,input/OTF\Firefox 2023-05-21 19.30 profile(1).json,33121842,1656.0761904761905,0.0033213083339999998,208.387,135.931,157.83,172.121
298,input/OTF\Firefox 2023-05-21 19.30 profile.json,31942337,2056.1720430107525,0.0031011666669999998,195.113,111.395,148.391,150.886
299,input/OTF\Firefox 2023-05-21 19.31 profile(2).json,32791134,2034.228855721393,0.0027729375,185.69,108.336,134.394,144.759
300,input/OTF\Firefox 2023-05-21 19.31 profile.json,32375965,3213.6082474226805,0.003203170833,199.468,113.6,139.584,156.468
301,input/OTF\Firefox 2023-05-21 19.32 profile.json,31502017,2293.3621621621623,0.003074008333,197.703,116.709,135.384,149.469
302,input/OTF\Firefox 2023-05-21 19.33 profile(1).json,31746596,3030.3809523809523,0.003023608334,187.149,110.165,131.096,143.021
303,input/OTF\Firefox 2023-05-21 19.33 profile.json,33465787,2607.230769230769,0.003130508333,199.415,119.73,139.282,152.91
304,input/OTF\Firefox 2023-05-21 19.34 profile(1).json,32463637,1865.92,0.003117845833,191.987,106.118,124.006,144.312
305,input/OTF\Firefox 2023-05-21 19.35 profile(1).json,33037590,2110.7817258883247,0.003290308334,202.049,122.696,146.746,161.942
306,input/OTF\Firefox 2023-05-21 19.35 profile(2).json,33209708,2053.5299539170505,0.0031725125,205.872,110.018,144.923,161.597
307,input/OTF\Firefox 2023-05-21 19.35 profile.json,32631872,2689.688442211055,0.0030437,197.772,119.996,146.46,158.03
308,input/OTF\Firefox 2023-05-21 19.36 profile(1).json,32231413,2591.25,0.002560433333,180.292,100.383,120.141,140.916
309,input/OTF\Firefox 2023-05-21 19.37 profile(1).json,34013513,2165.094527363184,0.003143129167,198.369,117.005,140.632,154.94
310,input/OTF\Firefox 2023-05-21 19.37 profile.json,32927126,2034.625641025641,0.003171525,199.68,114.625,143.495,149.158
311,input/OTF\Firefox 2023-05-21 19.38 profile.json,33973038,1934.4,0.0031604124999999998,198.436,111.664,131.087,151.244
312,input/OTF\Firefox 2023-05-21 19.39 profile(1).json,32893409,2772.0421052631577,0.0030631916669999998,194.065,122.442,137.174,148.572
313,input/OTF\Firefox 2023-05-21 19.39 profile.json,32828311,2621.2935323383085,0.003099804167,194.383,116.889,143.181,146.666
314,input/OTF\Firefox 2023-05-21 19.41 profile(2).json,31227816,2964.6117647058823,0.002762654166,167.898,90.887,121.522,120.489
315,input/OTF\Firefox 2023-05-21 19.41 profile.json,33228536,2983.191011235955,0.003138783333,194.498,115.423,136.244,149.765
316,input/OTF\Firefox 2023-05-21 19.42 profile(1).json,30919880,1863.0466321243523,0.0032365749999999998,201.906,128.903,149.514,164.315
317,input/OTF\Firefox 2023-05-21 19.42 profile(2).json,33803692,2893.979797979798,0.003111425,201.936,109.824,141.505,155.746
318,input/OTF\Firefox 2023-05-21 19.43 profile(1).json,33085914,2227.463917525773,0.0031327374999999998,198.658,122.196,149.557,161.228
319,input/OTF\Firefox 2023-05-21 19.43 profile.json,32904181,2120.3582089552237,0.00318465,194.943,110.026,136.605,147.775
320,input/OTF\Firefox 2023-05-21 19.44 profile(1).json,33204447,3191.0,0.002957941667,184.671,104.286,131.819,144.288
321,input/OTF\Firefox 2023-05-21 19.45 profile(1).json,33296138,2113.3980582524273,0.0031728583329999997,202.452,120.81,150.6,161.494
